index,NDB_No,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Folate_DFE_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_IU,Vit_A_RAE,Retinol_(µg),Alpha_Carot_(µg),Beta_Carot_(µg),Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_µg,Vit_D_IU,Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2,Refuse_Pct,cluster,cluster1
501,1502,Pounded Yam with Afang Soup & Fish (Tilapia),79.0,890,3.0,4.0,1.0,13.0,0.3,11.46,107.0,0.15,15.0,95.0,149.0,41.0,0.59,0.023,0.101,2.8,1.4,0.047,0.129,0.119,0.354,0.034,8.0,0.0,8.0,8.0,14.2,0.32,86.0,24.0,23.0,0.0,5.0,0.0,0.0,6.0,0.07,0.1,3.0,0.3,1.84,0.916,0.367,14.0,31.0,1 oz,113.0,1 container,0.0,1,0
502,1503,Pounded Yam with Efo Riro (Spinach Stew) & Goat Meat,2.0,880,14.0,28.0,4.0,52.0,0.0,34.18,534.0,9.16,38.0,382.0,598.0,224.0,3.82,0.382,0.0,9.3,45.8,0.305,0.458,6.87,3.817,0.305,76.0,76.0,0.0,130.0,40.7,2.29,1528.0,458.0,458.0,0.0,0.0,0.0,0.0,0.0,10.24,5.7,229.0,76.3,14.282,2.276,8.877,8.0,8.7,1 scoop,0.0,0,0.0,2,0
503,1504,Pounded Yam with Pepper Soup (Spicy Fish Soup) & Catfish,89.0,870,1.0,1.0,1.0,7.0,1.2,1.17,20.0,0.16,8.0,24.0,118.0,176.0,0.16,0.06,0.056,0.5,1.5,0.03,0.02,0.419,0.194,0.089,6.0,0.0,6.0,6.0,5.8,0.01,84.0,13.0,11.0,2.0,28.0,0.0,0.0,98.0,0.09,0.0,0.0,8.1,0.875,0.37,0.092,4.0,170.0,1 container,0.0,0,0.0,1,0
504,1505,Pounded Yam with Egusi Soup & Smoked Turkey,88.0,910,1.0,3.0,0.0,7.0,0.0,5.0,42.0,0.99,5.0,24.0,71.0,18.0,0.53,0.053,0.0,1.3,5.9,0.066,0.092,0.693,0.0,0.05,10.0,10.0,0.0,17.0,8.0,0.22,200.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.99,1.1,42.0,5.3,1.47,1.08,0.74,4.0,30.5,1 fl oz,0.0,0,0.0,1,0
505,1506,Pounded Yam with Okro Soup & Cow Tripes (Shaki),88.0,895,1.0,3.0,0.0,7.0,0.0,5.0,42.0,0.99,5.0,24.0,71.0,18.0,0.53,0.053,0.0,1.3,5.9,0.066,0.092,0.693,0.0,0.05,10.0,10.0,0.0,17.0,8.0,0.22,200.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.99,1.1,42.0,5.3,1.47,1.08,0.74,4.0,31.4,1 fl oz,0.0,0,0.0,1,0
506,1507,Pounded Yam with Ofada Sauce & Beef,88.0,915,2.0,4.0,0.0,6.0,0.0,6.44,53.0,1.18,5.0,30.0,71.0,21.0,0.66,0.05,0.01,1.8,7.9,0.052,0.092,0.66,0.33,0.039,10.0,10.0,0.0,18.0,15.7,0.21,194.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.63,1.0,40.0,5.2,1.5,1.3,0.7,0.0,30.5,1 fl oz,0.0,0,0.0,1,0
507,1508,Pounded Yam with Oha Soup & Prawns,14.0,880,5.0,5.0,7.0,69.0,1.7,42.0,1053.0,13.16,19.0,247.0,180.0,157.0,0.59,0.082,0.461,14.1,2.4,0.921,1.053,11.842,0.345,1.105,65.0,48.0,17.0,98.0,13.9,0.19,277.0,14.0,0.0,0.0,166.0,0.0,0.0,33.0,0.9,0.0,0.0,4.1,0.453,3.107,1.541,1.0,19.0,1 bar,0.0,0,0.0,2,0
508,1509,Pounded Yam with Nsala Soup (White Soup) & Chicken,80.0,890,3.0,3.0,1.0,13.0,0.6,11.46,98.0,4.18,15.0,86.0,143.0,38.0,0.54,0.031,0.064,2.4,3.6,0.048,0.12,0.119,0.333,0.036,7.0,0.0,7.0,7.0,13.4,0.29,82.0,22.0,21.0,0.0,7.0,1.0,0.0,13.0,0.09,0.0,2.0,0.9,1.582,0.74,0.405,10.0,16.0,1 tbsp,69.0,1 container,0.0,1,0
509,1510,Pounded Yam with Bitterleaf Soup & Snail Meat,74.0,875,3.0,7.0,1.0,15.0,0.0,11.74,139.0,2.38,15.0,84.0,154.0,53.0,1.19,0.106,0.0,4.0,15.9,0.079,0.125,1.784,0.0,0.08,21.0,21.0,0.0,36.0,31.8,0.4,397.0,119.0,119.0,0.0,0.0,0.0,0.0,0.0,1.94,2.0,80.0,11.9,2.897,2.198,1.431,2.0,29.2,1 fl oz,0.0,0,0.0,1,0
510,1511,Pounded Yam with Ukodo (Yam Porridge) & Plantain,3.0,850,13.0,27.0,2.0,56.0,0.0,53.0,600.0,9.0,40.0,420.0,650.0,210.0,4.5,0.45,0.0,14.0,45.0,0.5,0.75,5.3,0.0,0.3,81.0,81.0,0.0,138.0,121.0,1.52,1520.0,456.0,456.0,0.0,0.0,0.0,0.0,0.0,4.5,7.5,300.0,0.0,11.45,10.03,5.445,7.0,8.8,1 scoop,0.0,0,0.0,2,0
511,1512,Pounded Yam with Edikang Ikong Soup & Goat Meat,88.0,900,2.0,4.0,1.0,7.0,0.0,7.18,133.0,1.37,5.0,89.0,89.0,25.0,0.68,0.051,0.0,1.9,8.2,0.055,0.096,0.684,0.0,0.041,11.0,11.0,0.0,19.0,8.0,0.21,193.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.87,1.0,41.0,5.5,1.55,1.38,0.73,1.0,29.2,1 fl oz,0.0,0,0.0,1,0
512,1513,Pounded Yam with Nsala Soup (White Soup) & Duck Meat,3.0,920,12.0,27.0,3.0,56.0,0.0,56.0,420.0,9.3,41.0,240.0,560.0,185.0,5.1,0.39,0.077,14.4,62.0,0.41,0.72,5.1,2.6,0.31,82.0,82.0,0.0,139.0,123.0,1.54,1540.0,460.0,460.0,0.0,0.0,0.0,0.0,0.0,4.64,7.8,310.0,46.0,11.649,10.108,5.071,0.0,8.7,1 scoop,0.0,0,0.0,2,0
513,1514,Pounded Yam with Banga Soup & Goat Meat,88.0,935,2.0,4.0,1.0,7.0,0.0,6.9,128.0,1.31,5.0,85.0,85.0,26.0,0.66,0.049,0.01,1.8,7.9,0.053,0.092,0.657,0.328,0.039,11.0,11.0,0.0,18.0,15.8,0.2,199.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.59,1.0,39.0,5.9,1.602,0.031,0.744,0.0,152.0,5 fl oz,0.0,0,0.0,1,0
514,1515,Pounded Yam with Gbegiri & Ewedu Soup & Assorted Meats,87.0,910,2.0,3.0,1.0,8.0,0.0,7.64,128.0,1.31,7.0,85.0,79.0,24.0,0.79,0.049,0.033,1.8,7.9,0.053,0.059,0.657,0.328,0.039,11.0,11.0,0.0,18.0,15.8,0.2,199.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.59,1.0,39.0,5.3,0.855,0.727,0.38,0.0,30.4,1 fl oz,152.0,5 fl oz,0.0,1,0
515,1516,Pounded Yam with Ofe Akwu (Palm Nut Stew) & Chicken,88.0,925,2.0,3.0,0.0,7.0,0.0,6.76,62.0,1.18,7.0,34.0,72.0,31.0,0.66,0.049,0.039,1.8,7.9,0.053,0.059,0.657,0.328,0.039,11.0,11.0,0.0,18.0,15.8,0.2,197.0,59.0,59.0,0.0,0.0,0.0,0.0,0.0,0.59,0.8,33.0,5.3,1.592,0.031,0.741,0.0,30.4,1 fl oz,152.0,5 fl oz,0.0,1,0
516,1517,Pounded Yam with Ugu & Periwinkle Stew,88.0,870,2.0,3.0,1.0,7.0,0.0,7.2,108.0,1.18,6.0,54.0,64.0,38.0,0.98,0.079,0.004,1.8,13.1,0.131,0.197,2.623,0.787,0.098,26.0,26.0,0.0,45.0,13.2,0.16,833.0,250.0,250.0,0.0,0.0,0.0,0.0,0.0,1.86,3.9,157.0,5.2,1.679,0.021,1.164,0.0,30.4,1 fl oz,152.0,5 fl oz,0.0,1,0
517,1518,Pounded Yam with Afia Efere (White Efik Soup) & Fresh Fish,87.0,880,2.0,3.0,0.0,7.0,0.0,7.21,108.0,1.18,6.0,54.0,64.0,38.0,0.98,0.079,0.004,1.8,13.1,0.131,0.197,2.623,0.787,0.098,26.0,26.0,0.0,45.0,13.2,0.16,828.0,248.0,248.0,0.0,0.0,0.0,0.0,0.0,1.86,3.9,157.0,5.2,1.339,0.021,1.169,0.0,30.4,1 fl oz,152.0,5 fl oz,0.0,1,0
518,1519,Pounded Yam with Ayamase (Green Pepper Stew) & Offals,88.0,960,1.0,3.0,0.0,7.0,0.0,7.39,51.0,1.18,5.0,28.0,71.0,18.0,0.66,0.049,0.009,1.8,7.9,0.053,0.092,0.657,0.328,0.039,11.0,11.0,0.0,18.0,15.8,0.2,199.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.63,1.2,49.0,5.9,1.001,0.896,0.467,0.0,30.5,1 fl oz,152.0,5 fl oz,0.0,1,0
519,1520,Pounded Yam with Ogbono Soup & Turkey,88.0,890,2.0,3.0,0.0,7.0,0.0,7.14,125.0,1.31,7.0,70.0,76.0,26.0,0.59,0.049,0.033,2.0,7.9,0.039,0.062,0.689,0.328,0.039,10.0,10.0,0.0,17.0,15.7,0.2,199.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.89,1.0,39.0,5.9,1.399,1.187,0.694,0.0,30.4,1 fl oz,152.0,5 fl oz,0.0,1,0
520,1521,Pounded Yam with Egusi & Pumpkin Leaves + Dried Fish,88.0,910,1.0,3.0,0.0,7.0,0.0,7.17,44.0,0.98,5.0,25.0,71.0,18.0,0.52,0.08,0.01,3.0,10.0,0.066,0.092,0.689,0.295,0.049,10.0,10.0,0.0,17.0,15.7,0.0,199.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.59,1.0,39.0,5.2,1.443,1.252,0.667,0.0,30.4,1 fl oz,152.0,5 fl oz,0.0,1,0
521,1522,Pounded Yam with Afang Soup & Smoked Catfish,88.0,885,1.0,3.0,0.0,8.0,0.0,7.61,125.0,1.31,0.0,70.0,71.0,18.0,0.52,0.052,0.01,2.0,7.9,0.066,0.092,0.689,0.295,0.049,10.0,10.0,0.0,17.0,15.8,0.22,199.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.59,1.0,39.0,5.2,0.975,0.846,0.451,0.0,30.4,1 fl oz,152.0,5 fl oz,0.0,1,0
522,1523,Pounded Yam with Pepper Soup & Cow Foot,88.0,880,1.0,3.0,0.0,7.0,0.0,7.34,44.0,0.98,5.0,25.0,71.0,18.0,0.52,0.08,0.01,3.0,10.0,0.066,0.092,0.689,0.295,0.049,10.0,10.0,0.0,17.0,15.7,0.0,199.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.59,1.0,39.0,5.2,1.443,1.252,0.667,0.0,30.4,1 fl oz,152.0,5 fl oz,0.0,1,0
523,1524,Pounded Yam with Oha Soup & Bush Meat,87.0,930,2.0,4.0,0.0,7.0,0.0,6.69,128.0,1.31,6.0,85.0,98.0,20.0,0.49,0.059,0.003,1.2,7.9,0.066,0.098,0.689,0.295,0.039,10.0,10.0,0.0,17.0,10.5,0.2,199.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.89,1.0,39.0,5.2,1.018,0.911,0.476,0.0,153.0,5 fl oz,0.0,0,0.0,1,0
524,1525,Pounded Yam with Afia Efere & Chicken Gizzard,88.0,905,2.0,4.0,0.0,7.0,0.7,6.66,69.0,1.18,5.0,49.0,71.0,29.0,0.49,0.049,0.016,1.2,5.9,0.039,0.059,0.885,0.492,0.039,10.0,10.0,0.0,17.0,7.9,0.3,199.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.44,1.0,39.0,7.2,1.477,1.293,0.685,0.0,30.4,1 fl oz,153.0,5 fl oz,0.0,1,0
525,1526,Pounded Yam with Efo Shoko & Fried Titus Fish,88.0,895,1.0,4.0,0.0,7.0,0.0,7.19,55.0,1.18,4.0,37.0,70.0,20.0,0.49,0.059,0.003,1.2,5.9,0.066,0.098,0.689,0.295,0.039,10.0,10.0,0.0,17.0,10.6,0.16,199.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.89,1.0,39.0,5.2,2.3,0.364,0.793,0.0,30.4,1 fl oz,152.0,5 fl oz,0.0,1,0
526,1527,Pounded Yam with Bitterleaf Soup & Cow Intestines,72.0,945,1.0,0.0,1.0,26.0,1.4,19.29,0.0,0.14,30.0,24.0,395.0,1.0,0.23,0.087,0.3,1.1,12.9,0.035,0.08,0.728,0.368,0.395,22.0,0.0,22.0,22.0,10.8,0.0,69.0,3.0,0.0,27.0,28.0,0.0,0.0,24.0,0.12,0.0,0.0,0.6,0.121,0.036,0.084,0.0,140.0,1 bottle,0.0,0,0.0,2,0
527,1528,Pounded Yam with Tomato Stew & Grilled Turkey,77.0,875,1.0,0.0,1.0,21.0,1.0,15.0,0.0,0.0,23.0,20.0,283.0,0.0,0.23,0.094,0.351,0.8,18.2,0.028,0.058,0.623,0.295,0.257,20.0,0.0,20.0,20.0,8.9,0.0,51.0,3.0,0.0,20.0,20.0,0.0,0.0,47.0,0.37,0.0,0.0,6.3,0.081,0.036,0.123,0.0,99.0,1 packet,0.0,0,0.0,1,0
528,1529,Pounded Yam with Nsala Soup & Goat Meat,5.0,920,7.0,7.0,2.0,80.0,6.7,26.67,800.0,30.0,95.0,333.0,467.0,33.0,10.67,0.225,2.459,31.7,58.3,1.166,1.33,15.0,0.916,1.166,167.0,139.0,27.0,264.0,27.1,4.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,4.22,0.0,0.0,7.0,1.058,1.291,2.596,0.0,0.0,0,0.0,0,0.0,2,0
529,1530,Pounded Yam with Vegetable Stew & Goat Liver,2.0,915,13.0,1.0,1.0,83.0,0.0,12.5,0.0,0.0,47.0,127.0,504.0,313.0,0.65,0.156,0.732,8.0,0.0,0.174,0.037,2.896,0.623,0.571,14.0,0.0,14.0,14.0,21.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.238,0.224,0.255,0.0,8.0,4 biscuit,0.0,0,0.0,2,0
530,1531,Pounded Yam with Banga Soup & Snails,3.0,935,0.0,29.0,7.0,62.0,0.0,0.0,285.0,6.4,69.0,1044.0,214.0,71.0,3.57,0.16,0.312,12.1,0.0,0.169,0.099,1.291,0.493,0.258,19.0,0.0,19.0,19.0,16.6,0.1,265.0,39.0,31.0,43.0,75.0,0.0,0.0,914.0,8.57,0.1,3.0,9.8,4.669,14.682,7.698,13.0,7.0,18 piece,0.0,0,0.0,2,0
531,1532,Pounded Yam with Ugu and Groundnut Soup & Dried Shrimps,3.0,890,11.0,28.0,3.0,55.0,0.0,55.0,432.0,9.3,31.0,288.0,550.0,154.0,3.83,0.463,0.026,9.3,46.0,0.514,0.771,5.396,2.313,0.308,77.0,77.0,0.0,131.0,82.0,1.28,1557.0,467.0,467.0,0.0,0.0,0.0,0.0,0.0,6.93,7.7,308.0,41.0,18.025,2.849,6.218,0.0,9.5,1 scoop,0.0,0,0.0,2,0
532,1533,Pounded Yam with Fisherman Soup & Assorted Seafood,0.0,950,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.7,28.0,0.0,49.8,41.8,4.0,109.0,12.8,1 tbsp,205.0,1 cup,0.0,0,0
533,1534,Pounded Yam with Miyan Kuka & Beef,0.0,880,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.5,102.0,0.0,39.2,45.1,11.2,95.0,12.8,1 tbsp,205.0,1 cup,0.0,0,0
534,1535,"1 omelete of eggs, cheese, and bell pepper",55.0,200,1.0,33.0,2.0,9.0,0.1,4.2,6.0,0.2,0.0,58.0,52.0,633.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.1,5.0,0.0,0.0,35.0,15.0,1 tbsp,0.0,0,0.0,1,0
535,1536,Fried potatoes and eggs with avocado,82.0,470,0.0,0.0,2.0,16.0,2.0,6.8,6.0,0.1,2.0,27.0,50.0,750.0,0.07,0.019,0.0,2.6,0.0,0.008,0.0,0.01,0.0,0.002,4.0,0.0,4.0,4.0,9.0,0.0,50.0,2.0,0.0,0.0,30.0,0.0,0.0,27.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1 tbsp,0.0,0,0.0,1,0
536,1537,Cheese omelet,79.0,245,0.0,3.0,2.0,16.0,1.9,10.3,6.0,0.12,0.0,5.0,49.0,788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,9.0,16.0,1 tbsp,0.0,0,0.0,1,0
537,1538,Pap and akara,39.0,450,1.0,26.0,3.0,32.0,0.7,17.68,13.0,0.6,10.0,20.0,173.0,1133.0,0.22,0.058,0.063,1.6,6.0,0.029,0.046,0.594,0.4,0.097,5.0,0.0,5.0,5.0,4.6,0.0,577.0,29.0,0.0,2.0,320.0,49.0,3576.0,173.0,3.32,0.0,0.0,53.7,2.39,5.928,14.83,0.0,15.0,1 tbsp,245.0,1 cup,0.0,1,0
538,1539,"Eggs, cheese and spinach omelet",39.0,338,3.0,45.0,4.0,9.0,1.0,8.32,19.0,0.6,0.0,37.0,157.0,1000.0,0.1,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,36.0,2.0,0.0,0.0,21.0,2.0,16.0,0.0,5.0,0.0,0.0,56.0,6.2,11.9,25.1,0.0,15.0,1 tablespoon,245.0,1 cup,0.0,1,0
539,1540,Cumin mushroom omelet,47.0,207,1.0,35.0,3.0,15.0,0.8,15.18,17.0,1.18,8.0,27.0,107.0,962.0,0.26,0.0,0.04,1.5,0.0,1.445,0.058,0.418,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,213.0,14.0,4.0,2.0,92.0,52.0,2597.0,29.0,4.0,0.0,0.0,69.1,5.092,7.881,18.22,26.0,16.0,1 tbsp,250.0,1 cup,0.0,1,0
540,1541,"Ground turky, garlic,tomato and eggs omelet",61.0,335,1.0,22.0,2.0,15.0,0.0,10.02,5.0,0.12,2.0,13.0,36.0,653.0,0.07,0.015,0.015,0.4,0.0,0.01,0.03,0.004,0.085,0.009,6.0,0.0,6.0,6.0,14.6,0.04,29.0,5.0,5.0,0.0,6.0,4.0,0.0,28.0,1.55,0.0,0.0,42.2,3.396,5.053,12.187,19.0,14.7,1 tbsp,235.0,1 cup,0.0,1,0
541,1542,Cream spinach omelet,54.0,305,1.0,12.0,2.0,31.0,1.5,16.86,11.0,0.73,8.0,16.0,107.0,838.0,0.2,0.16,0.11,1.6,4.8,0.024,0.052,0.467,0.0,0.055,2.0,0.0,2.0,2.0,4.0,0.0,541.0,27.0,0.0,0.0,289.0,70.0,2530.0,124.0,1.0,0.0,0.0,17.8,0.842,4.518,3.852,0.0,16.0,1 tablespoon,260.0,1 cup,0.0,1,0
542,1543,Avocado and eggs omelet with cheese,80.0,354,0.0,7.0,3.0,10.0,0.0,9.16,15.0,0.25,4.0,12.0,90.0,891.0,0.06,0.019,0.029,1.6,0.0,0.012,0.008,0.094,0.0,0.055,3.0,0.0,3.0,3.0,3.3,0.0,12.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,4.28,0.0,0.0,12.5,0.833,1.725,3.236,0.0,15.0,1 tablespoon,240.0,1 cup,0.0,1,0
543,1544,"Eggs, cheese and peppered onion scramble ",65.0,215,1.0,4.0,3.0,28.0,0.3,21.87,19.0,0.6,0.0,37.0,157.0,868.0,0.1,0.01,0.0,1.6,6.0,0.007,0.013,0.002,0.135,0.009,3.0,0.0,3.0,3.0,4.6,0.12,33.0,2.0,0.0,1.0,20.0,0.0,628.0,0.0,0.4,0.0,0.0,6.7,0.6,0.9,2.3,6.0,16.0,1 tablespoon,260.0,1 cup,0.0,1,0
544,1545,Scrambled eggs with vegetables,61.0,184,1.0,11.0,3.0,24.0,1.2,17.31,27.0,0.9,7.0,14.0,202.0,955.0,0.19,0.0,0.12,0.0,1.5,0.049,0.043,0.437,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,311.0,16.0,0.0,0.0,154.0,65.0,3097.0,100.0,1.0,0.0,0.0,27.6,0.746,6.468,2.692,11.0,15.0,1 tablespoon,245.0,1 cup,0.0,1,0
545,1546,Hard boiled eggs with avocado and cheese,22.0,300,1.0,75.0,2.0,1.0,0.0,0.57,8.0,0.21,1.0,21.0,20.0,635.0,0.15,0.019,0.007,2.3,0.0,0.01,0.019,0.0,0.172,0.008,5.0,0.0,5.0,5.0,34.2,0.12,65.0,16.0,15.0,0.0,6.0,4.0,0.0,12.0,3.28,0.2,7.0,163.0,11.703,16.843,44.69,42.0,13.8,1 tbsp,220.0,1 cup,0.0,0,0
546,1547,Hard boiled eggs,15.0,78,1.0,79.0,2.0,3.0,0.0,0.48,18.0,0.5,1.0,28.0,34.0,568.0,0.12,0.0,0.0,1.6,0.0,0.0,0.0,0.005,0.297,0.577,8.0,0.0,8.0,8.0,0.0,0.26,280.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,24.7,8.6,13.0,55.0,59.0,13.8,1 tablespoon,220.0,1 cup,0.0,0,0
547,1548,Creole eggs ,63.0,250,0.0,19.0,2.0,16.0,0.0,6.0,0.0,0.0,0.0,0.0,10.0,497.0,0.11,0.01,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,42.2,3.3,4.5,10.6,24.0,15.0,1 tbsp,240.0,1 cup,0.0,1,0
548,1549,Bread and tea,80.0,240,2.0,5.0,2.0,11.0,0.0,0.0,72.0,0.5,7.0,57.0,97.0,504.0,0.25,0.01,0.001,1.6,0.3,0.024,0.097,0.054,0.194,0.021,3.0,0.0,3.0,3.0,0.0,0.23,13.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2.8,1.7,0.3,43.0,15.0,1 tablespoon,240.0,1 cup,0.0,1,0
549,1550,"Bread, eggsfried with bell pepper and onion  with beverage",35.0,440,0.0,48.0,2.0,16.0,0.0,6.0,0.0,0.01,0.0,0.0,10.0,353.0,0.11,0.001,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,42.2,7.5,10.5,27.6,0.0,14.1,1 tablespoon,225.0,1 cup,0.0,0,0
550,1551,Bread with akara and water,41.0,480,1.0,34.0,2.0,22.0,0.4,15.18,14.0,0.2,2.0,26.0,35.0,1000.0,0.81,0.01,0.0,1.6,0.0,0.01,0.02,0.01,0.0,0.02,6.0,0.0,6.0,6.0,14.6,0.21,220.0,22.0,13.0,1.0,94.0,27.0,0.0,87.0,4.0,0.1,4.0,24.7,5.1,7.4,20.0,76.0,15.0,1 tablespoon,245.0,1 cup,0.0,1,0
551,1552,Bread with moinmoin,0.0,480,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.13,0.0,0.0,43.0,25.0,44.5,26.1,0.0,12.8,1 tbsp,205.0,1 cup,0.0,0,0
552,1553,Bread with titus with beverage,0.0,400,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0,0.0,24.7,14.9,43.0,37.6,0.0,13.6,1 tbsp,218.0,1 cup,0.0,0,0
553,1554,Bread toast with eggs seasoned,0.0,210,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.3,0.0,0.0,24.7,19.7,39.3,35.0,0.0,13.6,1 tablespoon,218.0,1 cup,0.0,0,0
554,1555,Bread toast with eggs and fish with dandelion tea,0.0,380,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.4,0.0,0.0,24.7,18.8,15.1,61.7,0.0,4.5,1 tsp,13.6,1 tablespoon,0.0,0,0
555,1556,Bread toast with fish sauce with coffee,0.0,390,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.69,0.0,0.0,0.7,16.9,46.2,32.0,0.0,13.5,1 tbsp,216.0,1 cup,0.0,0,0
556,1557,Bread with sausage and green tea,0.0,335,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18,0.0,0.0,183.9,15.65,22.783,57.74,0.0,13.6,1 tbsp,218.0,1 cup,0.0,0,0
557,1558,Bread  with scrambled eggs and beverage,0.0,400,0.0,99.0,0.0,0.0,0.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.6,82.475,6.332,1.702,0.0,13.6,1 tbsp,218.0,1 cup,0.0,0,0
